ticker,statement_type,frequency,file,status,rows,columns,date_min,date_max,error
AMD,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/AMD_cash_flow_quarterly.csv,success,7,55,2024-06-30 00:00:00,2025-12-31 00:00:00,
INTC,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/INTC_income_statement_annual.csv,success,4,48,2022-12-31 00:00:00,2025-12-31 00:00:00,
INTC,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/INTC_income_statement_quarterly.csv,success,5,48,2024-12-31 00:00:00,2025-12-31 00:00:00,
INTC,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/INTC_balance_sheet_annual.csv,success,5,73,2021-12-31 00:00:00,2025-12-31 00:00:00,
INTC,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/INTC_balance_sheet_quarterly.csv,success,7,63,2024-06-30 00:00:00,2025-12-31 00:00:00,
INTC,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/INTC_cash_flow_annual.csv,success,5,64,2021-12-31 00:00:00,2025-12-31 00:00:00,
INTC,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/INTC_cash_flow_quarterly.csv,success,7,57,2024-06-30 00:00:00,2025-12-31 00:00:00,
QCOM,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/QCOM_income_statement_annual.csv,success,5,48,2021-09-30 00:00:00,2025-09-30 00:00:00,
QCOM,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/QCOM_income_statement_quarterly.csv,success,7,47,2024-06-30 00:00:00,2025-12-31 00:00:00,
QCOM,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/QCOM_balance_sheet_annual.csv,success,5,72,2021-09-30 00:00:00,2025-09-30 00:00:00,
QCOM,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/QCOM_balance_sheet_quarterly.csv,success,7,71,2024-06-30 00:00:00,2025-12-31 00:00:00,
QCOM,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/QCOM_cash_flow_annual.csv,success,4,61,2022-09-30 00:00:00,2025-09-30 00:00:00,
QCOM,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/QCOM_cash_flow_quarterly.csv,success,7,61,2024-06-30 00:00:00,2025-12-31 00:00:00,
AVGO,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/AVGO_income_statement_annual.csv,success,5,50,2021-10-31 00:00:00,2025-10-31 00:00:00,
AVGO,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/AVGO_income_statement_quarterly.csv,success,5,46,2024-10-31 00:00:00,2025-10-31 00:00:00,
AVGO,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/AVGO_balance_sheet_annual.csv,success,5,76,2021-10-31 00:00:00,2025-10-31 00:00:00,
AVGO,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/AVGO_balance_sheet_quarterly.csv,success,5,72,2024-10-31 00:00:00,2025-10-31 00:00:00,
AVGO,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/AVGO_cash_flow_annual.csv,success,5,57,2021-10-31 00:00:00,2025-10-31 00:00:00,
AVGO,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/AVGO_cash_flow_quarterly.csv,success,6,56,2024-07-31 00:00:00,2025-10-31 00:00:00,
TXN,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/TXN_income_statement_annual.csv,success,5,45,2021-12-31 00:00:00,2025-12-31 00:00:00,
TXN,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/TXN_income_statement_quarterly.csv,success,6,42,2024-09-30 00:00:00,2025-12-31 00:00:00,
TXN,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/TXN_balance_sheet_annual.csv,success,5,79,2021-12-31 00:00:00,2025-12-31 00:00:00,
TXN,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/TXN_balance_sheet_quarterly.csv,success,7,78,2024-06-30 00:00:00,2025-12-31 00:00:00,
TXN,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/TXN_cash_flow_annual.csv,success,5,54,2021-12-31 00:00:00,2025-12-31 00:00:00,
TXN,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/TXN_cash_flow_quarterly.csv,success,7,53,2024-06-30 00:00:00,2025-12-31 00:00:00,
MRVL,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/MRVL_income_statement_annual.csv,success,4,46,2022-01-31 00:00:00,2025-01-31 00:00:00,
MRVL,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/MRVL_income_statement_quarterly.csv,success,6,43,2024-07-31 00:00:00,2025-10-31 00:00:00,
MRVL,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/MRVL_balance_sheet_annual.csv,success,4,77,2022-01-31 00:00:00,2025-01-31 00:00:00,
MRVL,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/MRVL_balance_sheet_quarterly.csv,success,5,76,2024-10-31 00:00:00,2025-10-31 00:00:00,
MRVL,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/MRVL_cash_flow_annual.csv,success,4,58,2022-01-31 00:00:00,2025-01-31 00:00:00,
MRVL,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/MRVL_cash_flow_quarterly.csv,success,6,53,2024-07-31 00:00:00,2025-10-31 00:00:00,
MU,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/MU_income_statement_annual.csv,success,5,52,2021-08-31 00:00:00,2025-08-31 00:00:00,
MU,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/MU_income_statement_quarterly.csv,success,7,47,2024-05-31 00:00:00,2025-11-30 00:00:00,
MU,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/MU_balance_sheet_annual.csv,success,5,78,2021-08-31 00:00:00,2025-08-31 00:00:00,
MU,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/MU_balance_sheet_quarterly.csv,success,7,77,2024-05-31 00:00:00,2025-11-30 00:00:00,
MU,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/MU_cash_flow_annual.csv,success,5,47,2021-08-31 00:00:00,2025-08-31 00:00:00,
MU,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/MU_cash_flow_quarterly.csv,success,7,42,2024-05-31 00:00:00,2025-11-30 00:00:00,
ASML,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/ASML_income_statement_annual.csv,success,5,45,2021-12-31 00:00:00,2025-12-31 00:00:00,
ASML,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/ASML_income_statement_quarterly.csv,success,6,35,2024-09-30 00:00:00,2025-12-31 00:00:00,
ASML,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/ASML_balance_sheet_annual.csv,success,5,82,2021-12-31 00:00:00,2025-12-31 00:00:00,
ASML,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/ASML_balance_sheet_quarterly.csv,success,7,82,2024-06-30 00:00:00,2025-12-31 00:00:00,
ASML,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/ASML_cash_flow_annual.csv,success,5,59,2021-12-31 00:00:00,2025-12-31 00:00:00,
ASML,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/ASML_cash_flow_quarterly.csv,success,7,47,2024-06-30 00:00:00,2025-12-31 00:00:00,
TSM,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/TSM_income_statement_annual.csv,success,4,52,2021-12-31 00:00:00,2024-12-31 00:00:00,
TSM,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/TSM_income_statement_quarterly.csv,success,7,51,2024-06-30 00:00:00,2025-12-31 00:00:00,
TSM,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/TSM_balance_sheet_annual.csv,success,4,92,2021-12-31 00:00:00,2024-12-31 00:00:00,
TSM,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/TSM_balance_sheet_quarterly.csv,success,6,94,2024-06-30 00:00:00,2025-09-30 00:00:00,
TSM,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/TSM_cash_flow_annual.csv,success,4,69,2021-12-31 00:00:00,2024-12-31 00:00:00,
TSM,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/TSM_cash_flow_quarterly.csv,success,6,68,2024-06-30 00:00:00,2025-09-30 00:00:00,
LRCX,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/LRCX_income_statement_annual.csv,success,4,44,2022-06-30 00:00:00,2025-06-30 00:00:00,
LRCX,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/LRCX_income_statement_quarterly.csv,success,7,44,2024-06-30 00:00:00,2025-12-31 00:00:00,
LRCX,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/LRCX_balance_sheet_annual.csv,success,5,76,2021-06-30 00:00:00,2025-06-30 00:00:00,
LRCX,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/LRCX_balance_sheet_quarterly.csv,success,7,71,2024-06-30 00:00:00,2025-12-31 00:00:00,
LRCX,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/LRCX_cash_flow_annual.csv,success,5,56,2021-06-30 00:00:00,2025-06-30 00:00:00,
LRCX,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/LRCX_cash_flow_quarterly.csv,success,7,39,2024-06-30 00:00:00,2025-12-31 00:00:00,
KLAC,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/KLAC_income_statement_annual.csv,success,5,45,2021-06-30 00:00:00,2025-06-30 00:00:00,
KLAC,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/KLAC_income_statement_quarterly.csv,success,6,41,2024-06-30 00:00:00,2025-12-31 00:00:00,
KLAC,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/KLAC_balance_sheet_annual.csv,success,5,87,2021-06-30 00:00:00,2025-06-30 00:00:00,
KLAC,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/KLAC_balance_sheet_quarterly.csv,success,7,85,2024-06-30 00:00:00,2025-12-31 00:00:00,
KLAC,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/KLAC_cash_flow_annual.csv,success,5,63,2021-06-30 00:00:00,2025-06-30 00:00:00,
KLAC,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/KLAC_cash_flow_quarterly.csv,success,6,58,2024-06-30 00:00:00,2025-12-31 00:00:00,
AMAT,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/AMAT_income_statement_annual.csv,success,5,46,2021-10-31 00:00:00,2025-10-31 00:00:00,
AMAT,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/AMAT_income_statement_quarterly.csv,success,6,40,2024-10-31 00:00:00,2026-01-31 00:00:00,
AMAT,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/AMAT_balance_sheet_annual.csv,success,5,88,2021-10-31 00:00:00,2025-10-31 00:00:00,
AMAT,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/AMAT_balance_sheet_quarterly.csv,success,6,84,2024-07-31 00:00:00,2025-10-31 00:00:00,
AMAT,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/AMAT_cash_flow_annual.csv,success,5,62,2021-10-31 00:00:00,2025-10-31 00:00:00,
AMAT,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/AMAT_cash_flow_quarterly.csv,success,6,56,2024-07-31 00:00:00,2025-10-31 00:00:00,
ON,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/ON_income_statement_annual.csv,success,5,56,2021-12-31 00:00:00,2025-12-31 00:00:00,
ON,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/ON_income_statement_quarterly.csv,success,7,54,2024-06-30 00:00:00,2025-12-31 00:00:00,
ON,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/ON_balance_sheet_annual.csv,success,5,73,2021-12-31 00:00:00,2025-12-31 00:00:00,
ON,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/ON_balance_sheet_quarterly.csv,success,7,73,2024-06-30 00:00:00,2025-12-31 00:00:00,
ON,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/ON_cash_flow_annual.csv,success,5,57,2021-12-31 00:00:00,2025-12-31 00:00:00,
ON,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/ON_cash_flow_quarterly.csv,success,7,54,2024-06-30 00:00:00,2025-12-31 00:00:00,
NXPI,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/NXPI_income_statement_annual.csv,success,4,52,2021-12-31 00:00:00,2024-12-31 00:00:00,
NXPI,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/NXPI_income_statement_quarterly.csv,success,7,49,2024-06-30 00:00:00,2025-12-31 00:00:00,
NXPI,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/NXPI_balance_sheet_annual.csv,success,4,73,2021-12-31 00:00:00,2024-12-31 00:00:00,
NXPI,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/NXPI_balance_sheet_quarterly.csv,success,6,74,2024-06-30 00:00:00,2025-09-30 00:00:00,
NXPI,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/NXPI_cash_flow_annual.csv,success,4,59,2021-12-31 00:00:00,2024-12-31 00:00:00,
NXPI,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/NXPI_cash_flow_quarterly.csv,success,6,62,2024-06-30 00:00:00,2025-09-30 00:00:00,
ADI,income_statement,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/income_statement/ADI_income_statement_annual.csv,success,5,49,2021-10-31 00:00:00,2025-10-31 00:00:00,
ADI,income_statement,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/income_statement/ADI_income_statement_quarterly.csv,success,6,47,2024-07-31 00:00:00,2025-10-31 00:00:00,
ADI,balance_sheet,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/balance_sheet/ADI_balance_sheet_annual.csv,success,5,77,2021-10-31 00:00:00,2025-10-31 00:00:00,
ADI,balance_sheet,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/balance_sheet/ADI_balance_sheet_quarterly.csv,success,6,73,2024-07-31 00:00:00,2025-10-31 00:00:00,
ADI,cash_flow,annual,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/annual/cash_flow/ADI_cash_flow_annual.csv,success,5,68,2021-10-31 00:00:00,2025-10-31 00:00:00,
ADI,cash_flow,quarterly,/Users/pauljacob/Library/CloudStorage/GoogleDrive-pauljacob.datascience1@gmail.com/My Drive/Projects/semiconductor_company_financials_v2/data/quarterly/cash_flow/ADI_cash_flow_quarterly.csv,success,6,47,2024-07-31 00:00:00,2025-10-31 00:00:00,
