ticker,name,category,revenue,revenue_growth_yoy,gross_margin,operating_margin,net_margin,rd_intensity,ebitda_margin,eps_diluted,free_cash_flow,fcf_margin,roe,roa,current_ratio,debt_to_equity,cash_position
SWKS,Skyworks Solutions Inc.,top-tier,4086900000.0,-0.02180469123982767,0.41158335168465093,0.12826347598424234,0.11673884851599012,0.1921994665883677,0.24879493014265092,3.08,1075900000.0,0.26325576843084,0.08287158465199493,0.060262725779967156,2.3254232164449817,0.20897674176234562,1161300000.0
ARM,Arm Holdings plc,mid-cap,4007000000.0,0.23940612434271574,0.9698028450212128,0.2073870726229099,0.19765410531569752,0.516845520339406,0.2530571499875218,0.75,158000000.0,0.03943099575742451,0.11580640444509431,0.08866995073891626,5.199138858988159,0.052054393917239365,2085000000.0
QRVO,Qorvo Inc.,top-tier,3718971000.0,-0.013406265966946333,0.41290695732771243,0.07746658954856062,0.01495440539869765,0.20105265676984305,0.1185981283532461,0.58,484602000.0,0.13030539899343124,0.01639442362612873,0.009373634258201952,2.767268655306174,0.45668411396121583,1021176000.0
MKSI,MKS Instruments Inc.,equipment,3586000000.0,-0.009939260077305357,0.4762967094255438,0.14445064138315672,0.05298382598996096,0.07557166759620747,0.2426101505856107,2.81,410000000.0,0.11433351924149471,0.0818260120585702,0.02211874272409779,3.192258064516129,2.0585701981050817,714000000.0
ENTG,Entegris Inc.,equipment,3196600000.0,-0.013760335678143897,0.44419070262153537,0.28890070700118875,0.07370330976662705,0.10292185447037477,0.2640618156791591,1.55,396200000.0,0.12394419070262154,0.05959427328375575,0.028213879408418657,3.3528448628735164,0.9602367582334194,360400000.0
MPWR,Monolithic Power Systems Inc.,lesser-known,2207100000.0,0.21197843907324918,0.5531557247066287,0.24437406551583526,0.8095238095238095,0.14713787322731187,0.26087988763535863,36.59,642292000.0,0.291011734855693,0.5679695921535193,0.49395965880926057,5.313062902497564,0.004124272395253686,691816000.0
CRUS,Cirrus Logic Inc.,lesser-known,1896077000.0,0.059918161541514574,0.5253151638883864,0.21642528230657299,0.17483836363185673,0.22925440264293065,0.26199516158890174,6.0,415613000.0,0.21919626681827795,0.17005164023270164,0.14245663973583983,6.35148677172777,0.07372288272224613,539620000.0
DIOD,Diodes Incorporated,lesser-known,1482073000.0,0.13038699737628898,0.312019718326965,0.02457908618536334,0.04462735641226849,0.1094244345588915,0.155513257444134,1.43,137151000.0,0.09253997610104225,0.035216524574522234,0.027017278705935215,3.322307976951948,0.05090664940121099,367212000.0
SYNA,Synaptics Incorporated,mid-cap,1074300000.0,0.11976235146966854,0.4471749045890347,-0.05901517267057619,-0.04449408917434609,0.32281485618542305,0.06460020478451084,-1.22,106200000.0,0.09885506841664339,-0.034267689440103236,-0.01849558891812413,2.775562938353636,0.631012975840562,391500000.0
ACLS,Axcelis Technologies Inc.,lesser-known,1017865000.0,-0.09971572716884072,0.4466741660239816,0.207094261026757,0.19746430027557682,0.10364537536903223,0.24713002215421495,6.15,128637000.0,0.12637923496730902,0.19845377620237167,0.14901752026459447,5.41440425593431,0.043122463689412416,123512000.0
ONTO,Onto Innovation Inc.,equipment,987321000.0,0.2101479651120034,0.5219254933299302,0.18950574331954856,0.20425981013267214,0.11826650096574468,0.2526149043725394,4.06,213773000.0,0.21651823469773254,0.1047156575532665,0.09525806873677135,8.686758108989999,0.00787119875464852,212945000.0
MTSI,MACOM Technology Solutions Holdings Inc.,lesser-known,967258000.0,0.3257773671903484,0.5469088909060458,0.13404076265070952,-0.05604502624945981,0.2527412541431552,0.04113276912674798,-0.73,153201000.0,0.1583869040111325,-0.040848620483085234,-0.025773048836147876,3.7066058889206723,0.4053892147886926,112142000.0
SMTC,Semtech Corporation,lesser-known,909287000.0,0.04665165673294519,0.5020725029611113,0.06859000513589218,-0.17804719521999104,0.18795825740387798,-0.05788821351234539,-2.26,43785000.0,0.04815311337344535,-0.2984665189353018,-0.11407039141414141,2.0685182698898363,1.0278508036119212,151743000.0
HIMX,Himax Technologies Inc.,small-cap,906802000.0,-0.04085557017562416,0.3045879916453647,0.07523252043996374,0.08795194540814864,0.1768070648278235,0.1143612387268665,0.456,102769000.0,0.11333124540969253,0.0896062180007887,0.0486453055496087,1.6529674484952606,0.6088436635241854,218148000.0
PLAB,Photronics Inc.,small-cap,849294000.0,-0.020361129758946925,0.3530344026921184,0.2450988703558485,0.1606098712577741,0.01860839709217303,0.35257990754673885,2.28,59567000.0,0.07013707856172303,0.11622893534278184,0.07559015236066485,5.3658642455372485,0.005077586787197222,492256000.0
SLAB,Silicon Laboratories Inc.,lesser-known,784764000.0,0.3428863798927421,0.5823190156531135,-0.08988817020148733,-0.08270894179651463,0.4501302302348222,-0.024022508677768093,-1.98,65786000.0,0.08382902375746085,-0.059307321334261684,-0.05113537437850434,4.687607363669873,0.021889259862319516,364222000.0
ACMR,ACM Research Inc.,small-cap,782118000.0,0.4023413056302143,0.5006328968263101,0.1930629393518625,0.13249535236370982,0.13485561002304,0.2306787466852828,1.53,66502000.0,0.08502809039045259,0.11455243885587951,0.05584190726946561,2.3133229262998007,0.20868647229514992,407445000.0
WOLF,Wolfspeed Inc.,lesser-known,757600000.0,-0.061446977205153616,-0.16050686378035903,-0.8291974656810982,-2.1240760295670538,0.2311246040126716,-1.388067581837381,-11.39,-1988400000.0,-2.6246040126715946,3.5991948110042498,-0.2347689075630252,0.35856135401974615,-14.64303287855066,467200000.0
ALGM,Allegro MicroSystems Inc.,lesser-known,725006000.0,-0.30910158219193096,0.44348184704678306,-0.027312877410669706,-0.10070261487491138,0.24778967346477132,0.012650929785408672,-0.39,20778000.0,0.028659073166291037,-0.07854295872756319,-0.05138072051238563,4.302794380951533,0.3964165649154703,121334000.0
AOSL,Alpha and Omega Semiconductor Ltd.,small-cap,696162000.0,0.0591655839117324,0.23127375524662364,-0.04084681439090327,-0.13930090984569685,0.13540670131377466,0.053491859653356545,-3.3,-7512000.0,-0.010790591845001595,-0.11792803879698224,-0.09375975898745338,2.5640391697463545,0.06190686973144666,153079000.0
KLIC,Kulicke and Soffa Industries Inc.,equipment,654081000.0,-0.0738440059357265,0.42490303188748796,-0.06022801457311862,0.00032564774087613,0.2287423117320332,0.058989635840209394,0.004,96362000.0,0.1473242610624678,0.00025928464219328025,0.0001928750332777346,4.791041127485107,0.04692686834061481,215708000.0
RMBS,Rambus Inc.,lesser-known,556624000.0,0.20712096929846438,0.8021878323608037,0.32164621000891086,0.3230564977435396,0.29262302739371643,0.43862463709793326,1.65,199902000.0,0.35913291557676275,0.16045532581654906,0.13388145355347486,8.437111915122475,0.026903912939505233,99775000.0
MXL,MaxLinear Inc.,small-cap,467641000.0,0.29710036391070876,0.568414659963519,-0.21889654670997624,-0.29227762321952094,0.4460665339437731,-0.18571083373784592,-1.58,-176000.0,-0.00037635707733068744,-0.3024618550769537,-0.171624418003104,1.3377109988173315,0.3209307471868465,72806000.0
POWI,Power Integrations Inc.,lesser-known,443504000.0,0.058550312311294525,0.5448631804899167,0.02298513654893755,0.04981465781593852,0.2279934341065695,0.08617735127529853,0.39,87122000.0,0.19644016739420614,0.0328351997859834,0.028610204258702653,6.513963701482355,,58755000.0
CRDO,Credo Technology Group Holding Ltd.,mid-cap,436775000.0,1.263434730787169,0.6477225115906359,0.08699444794230439,0.1194734130845401,0.33425447885066684,0.13722168164386697,0.29,29022000.0,0.06644611069772766,0.07656158760061152,0.06448260564937962,6.624523029217071,0.023526149458172312,236328000.0
CAMT,Camtek Ltd.,equipment,429234000.0,0.36102734839476813,0.4891294725021783,0.25177176085771397,0.2761081368204755,0.08919843255660083,0.33314695480786705,2.42,111876000.0,0.26064104893834134,0.2157819512594791,0.13285809412561292,5.004107820192075,0.3770225859604723,126224000.0
COHU,Cohu Inc.,small-cap,401779000.0,-0.3685916878561483,0.44873923226450363,-0.1782746236114879,-0.17377214837012386,0.21105383805524927,-0.02947142583360504,-1.49,-7856000.0,-0.01955303786409942,-0.08147827436628463,-0.06985886743745091,6.272386833208114,0.021814909947706303,206407000.0
PI,Impinj Inc.,mid-cap,361075000.0,-0.01369073471606476,0.5253119158069653,-0.002041127189642041,-0.03004085023887004,0.2841930346880842,0.01987675690645988,-0.37,45885000.0,0.12707886173232708,-0.05184222223284313,-0.01989596211201315,2.6810062753900383,1.4538858964493788,48206000.0
SITM,SiTime Corporation,lesser-known,326660000.0,0.6115680054465532,0.5356823608645075,-0.18493540684503765,-0.13133839466111552,0.36396559113451293,-0.06190534500704096,,34698000.0,0.10622053511296149,-0.037107479618260795,-0.03313743194364095,11.300267841199929,0.003122345789849695,16759000.0
AMBA,Ambarella Inc.,mid-cap,284865000.0,0.2578265054708267,0.6049532234567251,-0.44440348937215873,-0.4111631825601601,0.7937408948098222,-0.35292155933512365,-2.84,23455000.0,0.08233724746809892,-0.20862753200857836,-0.17000209008255826,2.649313189083756,0.00937813940564149,144622000.0
INDI,indie Semiconductor Inc.,lesser-known,216682000.0,-0.029067657246302128,0.41678127394061343,-0.7649366352535051,-0.611970537469656,0.8081520384711236,-0.4335200893475231,-0.76,-74660000.0,-0.3445602311221052,-0.31731859885231856,-0.14085932869194995,4.81559849198869,0.9537984043495116,274248000.0
CEVA,CEVA Inc.,lesser-known,106939000.0,0.09772221024646116,0.8806048307913857,-0.07055424120292877,-0.08215898783418585,0.6696901972152348,-0.031877986515677165,-0.37,516000.0,0.004825180710498508,-0.03296117888923904,-0.028438442715278945,7.086409643289986,0.0208624078992782,18498000.0
AXTI,AXT Inc.,small-cap,99361000.0,0.3109176067022891,0.23989291573152444,-0.12644800273749257,-0.11698755044735862,0.14636527410150865,-0.0034017371000694438,-0.27,-17883000.0,-0.17998007266432503,-0.06029983918659543,-0.03425735454475795,2.1337359792924935,0.2582196399854749,22833000.0
NVTS,Navitas Semiconductor Corporation,small-cap,83302000.0,0.04840414820781313,0.34019591366353746,-1.5540083071234785,-1.0155698542652036,0.9123670500108041,-0.80193752851072,-0.46,-65594000.0,-0.7874240714508656,-0.24309219222325668,-0.21693275005256707,5.687949300037836,0.021033757456639428,86737000.0
AEHR,Aehr Test Systems,small-cap,58968000.0,-0.10948684647678879,0.4058641975308642,-0.08162053995387329,-0.06630714964048297,0.17743521910188575,-0.024165649165649165,,-12392000.0,-0.21014787681454347,-0.03182199217065052,-0.026328547957012418,5.6770686788591895,0.08814122128085553,24329000.0
STM,STMicroelectronics N.V.,mid-cap,,,,,,,,0.18,-216000000.0,,,,3.109992048767559,0.1815003725141842,2282000000.0
ASX,ASE Technology Holding Co.,mid-cap,,,,,,,,17.78,9105020000.0,,,,1.1743056150513371,0.6293610031717023,76492824000.0
TSEM,Tower Semiconductor Ltd.,mid-cap,,,,,,,,1.94,12529000.0,,,,6.175065950102433,0.06814599682359973,271894000.0
VSH,Vishay Intertechnology Inc.,mid-cap,,,,,,,,-0.07,-146377000.0,,,,2.7041891838474874,0.505252439424691,590286000.0
LFUS,Littelfuse Inc.,mid-cap,,,,,,,,-2.89,291744000.0,,,,3.5768405526555354,0.38560874370197623,724924000.0
LSCC,Lattice Semiconductor Corporation,lesser-known,,,,,,,,0.02,119891000.0,,,,3.6621830519363194,0.021452122003229563,136291000.0
FORM,FormFactor Inc.,lesser-known,,,,,,,,0.69,79098000.0,,,,4.607164338193308,0.04138882089287674,190728000.0
SIMO,Silicon Motion Technology Corporation,lesser-known,,,,,,,,3.64,32744000.0,,,,3.984245929906167,0.0032734071921728274,276068000.0
ICHR,Ichor Holdings Ltd.,equipment,,,,,,,,-1.54,10244000.0,,,,3.3361833861575882,0.24945871328414976,108669000.0
